carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.94,3,5,1,62.4,58.0,6.33,6.26,3.93,4375.299751790297
1.13,4,4,4,60.9,57.0,6.73,6.76,4.11,7528.108822217571
0.6,1,5,4,58.1,63.0,5.53,5.63,3.24,2893.019139083297
1.01,4,6,2,61.2,57.0,6.44,6.47,3.95,6106.109224077297
0.52,2,1,5,61.9,56.0,5.16,5.18,3.2,1547.0214314875225
0.3,4,2,7,62.2,54.0,4.34,4.37,2.71,1478.0034719834225
0.42,3,3,2,61.7,58.0,4.8,4.76,2.95,8.358514232758807
0.33,4,3,7,61.7,55.0,4.45,4.47,2.75,2043.9352625614652
0.33,3,2,7,61.7,59.0,4.45,4.43,2.74,1495.2461706712456
0.52,3,3,5,61.2,59.0,5.14,5.16,3.15,2310.0112301999084
1.07,4,3,7,61.5,57.0,6.59,6.54,4.04,8129.4568590993895
0.43,3,3,6,60.9,58.0,4.88,4.91,2.98,2116.530784380134
0.51,4,5,4,60.9,56.0,5.16,5.22,3.16,2554.6591617253425
0.3,3,2,5,61.0,61.0,4.32,4.3,2.63,288.6297912951918
0.31,4,5,4,61.8,56.0,4.33,4.34,2.68,1042.149792889927
0.4,4,1,4,61.2,56.0,4.76,4.82,2.93,398.4405941304044
0.7,3,6,2,58.8,59.0,5.86,5.84,3.44,3291.4235219479524
1.2,4,0,1,62.5,57.0,6.8,6.74,4.23,5293.610609974972
0.33,3,2,4,61.5,58.0,4.39,4.46,2.72,90.44062896373543
0.74,1,2,3,57.5,57.0,5.94,6.01,3.44,2782.8772476692134
0.42,4,4,6,62.0,55.0,4.8,4.84,2.99,2509.268835081689
0.41,4,3,4,61.6,57.0,4.77,4.74,2.93,1082.3456011651838
0.39,4,4,4,62.3,57.0,4.65,4.69,2.91,1237.9635771797084
1.5,2,2,2,62.9,57.0,7.24,7.28,4.57,9021.107018472256
0.33,4,5,3,61.5,55.0,4.47,4.5,2.76,687.2192062940785
1.0,4,3,1,62.8,57.0,6.37,6.31,3.98,4454.798988662844
1.23,3,3,3,61.6,58.0,6.91,6.85,4.24,7419.975002890582
0.71,4,3,5,61.5,57.0,5.73,5.75,3.53,3994.765427113612
0.5,3,3,2,62.2,60.0,5.07,5.03,3.14,543.6304304247033
0.36,4,5,5,61.9,55.0,4.57,4.61,2.84,1892.5254834092786
0.34,4,4,6,61.7,55.0,4.51,4.5,2.78,1921.4924140105607
0.72,4,5,1,62.3,54.0,5.75,5.78,3.59,2741.8472750181995
1.24,4,2,1,59.5,61.0,6.98,7.03,4.17,6361.806233496865
0.43,3,4,6,60.3,58.0,4.88,4.91,2.95,2488.9095796908596
0.9,3,1,3,61.8,59.0,6.15,6.21,3.82,3835.636396747799
1.11,3,6,0,61.9,58.0,6.63,6.66,4.11,5814.236913861409
0.52,2,5,3,62.3,57.0,5.1,5.17,3.2,1832.3067888233052
1.05,2,5,2,62.2,56.0,6.49,6.56,4.06,5874.774250190321
0.4,4,6,5,61.3,56.0,4.78,4.75,2.92,2486.3576862933473
0.31,4,4,3,62.3,57.0,4.34,4.3,2.69,141.65986591601313
0.43,4,4,7,62.0,56.0,4.87,4.84,3.01,3029.1820793837505
0.54,4,5,4,62.0,56.0,5.26,5.23,3.25,2698.684241463474
0.65,3,6,5,59.9,58.0,5.69,5.63,3.39,4335.478716031293
0.71,1,1,5,63.6,57.0,5.69,5.66,3.61,2848.22636826777
0.31,1,4,3,63.9,56.0,4.29,4.32,2.75,-279.13019787582334
0.51,2,5,3,61.3,60.0,5.11,5.16,3.15,1719.353436984146
0.6,4,2,1,61.7,54.0,5.44,5.48,3.37,797.4027509204902
0.52,4,3,2,62.6,56.0,5.16,5.13,3.22,873.1775956547654
1.54,4,0,3,61.9,57.0,7.39,7.5,4.6,9502.293116216215
0.3,4,5,5,61.7,55.0,4.31,4.28,2.65,1485.5152886324295
0.7,2,5,3,61.2,59.0,5.69,5.72,3.49,3299.07482456622
0.9,4,5,3,62.1,57.0,6.15,6.18,3.83,5274.6448580905235
1.01,2,6,2,62.9,59.0,6.39,6.43,4.03,5716.519137893094
1.56,4,4,2,61.2,57.0,7.52,7.48,4.59,10451.058434688803
0.31,4,4,2,62.3,56.0,4.32,4.35,2.7,-313.7233279220768
0.39,4,3,2,61.4,55.0,4.7,4.74,2.9,-3.313292927821294
1.03,3,6,1,62.5,54.0,6.5,6.42,4.04,5616.916369151259
0.7,4,5,3,61.4,57.0,5.76,5.8,3.55,3514.8170369627337
1.05,3,1,0,61.8,56.0,6.53,6.48,4.02,3697.3006239047154
0.53,4,4,3,61.3,55.0,5.22,5.25,3.21,1887.0937446357445
1.0,3,4,3,60.7,58.0,6.45,6.36,3.89,5736.0352976969325
0.53,3,2,2,59.4,60.0,5.26,5.24,3.12,610.3384769567065
1.0,1,2,1,63.9,55.0,6.41,6.34,4.07,3697.5444082272106
2.02,4,2,1,62.7,57.0,8.05,8.0,5.03,13678.242370696771
1.08,2,3,1,63.2,57.0,6.54,6.5,4.12,4896.728115478676
0.77,4,4,2,61.5,56.0,5.89,5.95,3.64,3351.549702907312
0.33,3,2,3,60.4,60.0,4.52,4.48,2.72,-487.30973765452336
0.41,4,4,3,60.0,56.0,4.82,4.88,2.91,1021.4872509537981
0.3,4,4,3,62.1,55.0,4.26,4.31,2.66,173.94772916146258
1.01,1,5,1,61.4,64.0,6.29,6.42,3.9,4855.083942571999
0.74,3,5,3,62.7,58.0,5.77,5.72,3.6,3681.554329094919
0.55,2,5,2,64.2,55.0,5.18,5.2,3.33,1480.521039708398
0.51,4,5,4,62.0,57.0,5.11,5.15,3.18,2480.8171515821778
1.0,2,3,5,62.3,58.0,6.39,6.45,4.0,6217.283968838759
0.55,2,5,5,60.8,55.0,5.26,5.33,3.22,3193.823105955877
2.0,4,2,3,62.4,55.0,8.03,7.94,4.99,14556.88820306738
0.32,4,5,3,60.2,57.0,4.51,4.46,2.7,597.4016422601544
0.31,3,6,2,62.1,58.0,4.33,4.3,2.68,166.17707792848978
0.34,3,4,3,60.7,60.0,4.5,4.46,2.72,259.2567296694683
0.32,4,3,4,61.9,55.0,4.43,4.39,2.73,433.95421208077323
0.7,2,1,1,58.8,60.0,5.8,5.83,3.42,1082.5161233471958
0.31,3,5,4,61.9,58.0,4.31,4.32,2.67,878.9178739175118
0.73,3,4,1,59.5,62.0,5.89,5.84,3.49,2305.414330681405
1.3,3,4,4,62.5,58.0,6.97,6.94,4.35,8872.148237866211
0.32,4,3,7,62.9,55.0,4.41,4.37,2.76,1870.804313183427
2.01,4,2,3,63.0,55.0,8.03,7.97,5.04,14615.7416597981
0.5,4,2,2,61.9,56.0,5.08,5.13,3.16,463.40574066317913
0.52,2,3,2,63.3,57.0,5.11,5.08,3.22,592.4769117423293
0.73,4,3,2,62.1,54.0,5.81,5.76,3.59,2666.6331926034345
1.0,3,2,3,59.7,59.0,6.57,6.52,3.91,5043.774749331374
0.53,4,3,4,61.5,57.0,5.26,5.21,3.22,1959.3235280705244
0.34,4,5,2,62.9,56.0,4.48,4.45,2.81,143.33797075190296
0.54,4,2,2,61.0,56.0,5.24,5.28,3.21,829.8041626115873
0.73,3,6,3,60.9,59.0,5.82,5.77,3.53,3975.8263525150473
0.5,4,0,3,62.5,53.0,5.09,5.12,3.19,337.60369559646597
0.33,2,3,2,63.2,57.0,4.44,4.39,2.79,-867.4756556087436
2.09,1,1,2,57.9,63.0,8.37,8.46,4.87,14219.158420699154
0.55,4,5,4,61.9,55.0,5.3,5.24,3.25,2805.715333912897
1.01,4,5,3,61.3,57.0,6.49,6.46,3.97,6230.505138591314
1.26,4,3,6,62.1,57.0,7.01,6.91,4.32,9262.301927478158
0.5,2,5,2,63.3,59.0,5.03,4.99,3.17,1039.7473779663887
0.4,3,4,3,62.1,58.0,4.71,4.76,2.94,663.6945540618126
0.61,4,5,3,61.4,56.0,5.47,5.51,3.37,2821.96474861758
0.41,4,4,5,61.7,57.0,4.8,4.73,2.94,1870.7502438518434
0.5,4,3,3,61.6,55.0,5.11,5.14,3.16,1311.1744208709165
1.11,3,5,3,62.2,58.0,6.61,6.64,4.12,6985.144998994214
1.22,4,4,3,62.6,56.0,6.8,6.78,4.25,7821.123207578019
0.33,4,4,4,61.2,56.0,4.46,4.49,2.74,871.8883427944611
1.51,1,2,2,62.2,61.0,7.25,7.32,4.53,8954.592053216118
0.71,3,4,2,60.4,58.0,5.8,5.83,3.51,2700.4427751834537
0.23,4,4,5,60.3,57.0,3.99,4.03,2.42,749.2097235556421
0.6,3,5,1,62.0,59.0,5.41,5.37,3.34,1515.2029582812906
0.55,1,1,5,61.0,61.0,5.32,5.36,3.26,1555.7302629551023
0.91,4,4,2,60.2,57.0,6.29,6.34,3.8,4595.305862243693
1.2,2,5,2,61.8,56.0,6.75,6.82,4.19,7299.506084716619
0.54,4,2,1,61.2,56.0,5.27,5.24,3.21,285.33967683937317
1.09,1,4,2,61.0,64.0,6.58,6.63,4.03,5674.77095881147
0.49,3,2,1,59.9,59.0,5.17,5.12,3.08,-259.1407622664651
0.35,4,3,6,61.7,55.0,4.54,4.57,2.81,1681.291596657919
1.28,3,3,5,62.1,58.0,6.96,6.91,4.31,8875.364236933276
0.39,4,1,7,62.3,54.0,4.69,4.71,2.93,1813.480274044941
1.02,1,2,1,63.7,58.0,6.28,6.24,3.99,3964.464738090769
1.01,1,5,1,63.7,58.0,6.32,6.36,4.04,4793.208708676139
1.0,1,5,2,63.2,57.0,6.36,6.39,4.03,5218.499196067514
1.19,3,2,4,62.4,59.0,6.79,6.73,4.22,7177.911796863982
1.54,3,2,3,62.1,62.0,7.38,7.31,4.56,9885.03955060736
0.57,4,3,5,61.7,56.0,5.3,5.33,3.28,2867.9231305711874
0.91,4,3,2,62.1,57.0,6.2,6.23,3.86,4192.578389043001
2.31,3,1,1,58.8,58.0,8.7,8.64,5.1,16096.207062449952
0.6,2,3,2,63.5,59.9,5.28,5.3,3.36,1216.3738328940817
0.32,2,2,6,61.2,57.0,4.39,4.42,2.69,913.3108004496034
1.0,3,5,3,62.9,58.0,6.36,6.29,3.98,5955.6475962030345
0.42,4,5,3,62.1,56.0,4.8,4.77,2.97,1294.8051143890434
0.23,4,3,7,62.8,55.0,3.93,3.96,2.48,1326.2226365489705
0.23,1,6,5,61.8,65.0,3.9,3.93,2.42,780.7124913737598
0.5,4,3,2,61.7,57.0,5.06,5.08,3.13,793.3070364560576
1.02,1,2,1,58.6,64.0,6.32,6.26,3.68,4194.450232939691
0.7,3,6,4,61.2,60.0,5.69,5.71,3.49,4216.417605913727
1.23,2,3,1,60.8,59.0,6.88,6.97,4.21,6368.6990866625565
0.3,2,3,2,61.6,59.0,4.26,4.28,2.63,-954.1685513003454
1.53,2,2,2,63.4,55.0,7.3,7.34,4.64,9303.304371781865
0.33,4,3,3,62.3,55.0,4.42,4.47,2.77,19.2806858123281
0.57,4,6,4,61.1,57.0,5.33,5.37,3.27,3334.1291774834194
0.42,4,6,2,62.3,57.0,4.8,4.77,2.98,1074.8012176597017
0.41,4,3,2,62.2,56.0,4.77,4.75,2.96,58.415793159755594
2.01,2,1,3,63.8,59.0,7.89,7.85,5.02,14003.141767353538
0.31,4,3,5,61.8,54.0,4.36,4.38,2.7,923.0969461592053
1.0,0,1,2,67.9,62.0,6.19,6.03,4.15,3430.0230397326723
0.31,4,5,2,61.1,55.0,4.36,4.41,2.68,99.69291459695296
0.76,1,0,4,62.6,61.9,5.7,5.75,3.58,2511.5936346036715
0.41,1,5,1,63.5,55.0,4.69,4.73,2.99,-166.63230381034873
1.12,3,3,2,59.8,58.0,6.79,6.76,4.05,5987.716766466003
1.08,2,4,1,63.3,59.0,6.48,6.44,4.09,5211.224713802367
0.71,4,1,5,60.7,57.0,5.76,5.8,3.51,3389.1545394403956
0.7,4,5,2,61.9,55.0,5.74,5.77,3.56,3042.4037414157233
0.9,3,0,5,62.5,61.0,6.15,6.08,3.82,4400.459515736566
0.33,1,4,3,63.2,56.0,4.39,4.41,2.78,-93.00982194129256
2.45,4,4,1,62.0,55.0,8.67,8.64,5.36,18532.758430649807
0.65,4,3,4,60.6,60.0,5.58,5.61,3.39,2973.610488988923
1.0,2,6,1,63.7,55.0,6.32,6.37,4.04,5207.313573277075
1.02,2,5,2,63.1,61.0,6.42,6.35,4.03,5403.732341706608
1.01,4,4,1,60.8,55.0,6.52,6.48,3.95,4973.836949943047
0.8,1,3,2,63.9,57.0,5.84,5.81,3.72,2808.1311152092094
0.42,4,5,3,62.0,55.0,4.82,4.8,2.98,1312.0750298060225
0.44,3,4,1,62.8,60.0,4.86,4.82,3.04,-148.0589259504136
0.76,4,5,4,60.5,56.0,5.94,5.99,3.61,4606.80577119524
0.3,2,6,4,63.5,55.0,4.24,4.29,2.71,982.5215442531421
0.75,3,5,3,59.9,61.0,5.97,5.91,3.56,3768.624353693678
0.31,4,4,3,61.6,56.0,4.39,4.35,2.69,181.91807870772072
1.47,3,1,1,61.6,59.0,7.29,7.32,4.5,8006.692580183499
1.12,3,1,4,59.6,58.0,6.82,6.77,4.05,6332.716697010103
0.3,4,3,4,62.3,56.0,4.32,4.29,2.68,255.03174258808394
0.23,2,2,7,63.9,55.0,3.89,3.9,2.49,706.8271254440192
0.71,2,2,2,63.1,56.0,5.62,5.69,3.57,1920.3149422868194
1.01,3,3,1,61.1,58.0,6.39,6.37,3.9,4540.349845277926
0.26,1,5,7,59.6,61.0,4.13,4.16,2.47,1867.6859899097008
1.23,3,3,5,59.6,59.0,6.98,6.95,4.15,8500.861653021833
0.75,2,5,2,63.4,57.0,5.77,5.75,3.65,3137.6910822039804
1.11,4,3,3,62.2,55.0,6.67,6.61,4.13,6483.342904854997
0.55,2,0,3,62.9,54.0,5.23,5.29,3.31,456.49859815644413
0.91,3,3,4,62.2,58.0,6.22,6.12,3.85,5018.106548659373
1.02,2,2,1,63.5,58.0,6.34,6.38,4.04,4051.28289612997
2.2,2,2,1,63.3,57.0,8.28,8.17,5.21,15126.911004457872
0.33,4,5,2,59.6,57.0,4.49,4.53,2.69,273.41950801350094
0.3,3,6,2,62.5,59.0,4.26,4.22,2.65,59.86197052496664
1.0,0,2,1,69.5,55.0,6.17,6.1,4.26,3322.7170700073357
1.0,0,3,1,68.3,54.0,6.21,6.12,4.2,3735.9754238281666
0.64,4,6,6,61.8,54.0,5.54,5.56,3.43,4927.963610290154
1.05,2,5,1,62.2,59.0,6.44,6.51,4.03,5339.235561916381
1.53,3,2,3,62.7,56.0,7.39,7.31,4.61,9875.036406293479
0.42,4,5,3,60.9,57.0,4.85,4.87,2.96,1325.2745248526076
0.59,2,3,2,59.3,58.0,5.45,5.51,3.25,1357.9793218995533
0.42,2,1,2,61.2,60.0,4.78,4.82,2.94,-749.7703759124938
1.01,1,1,1,62.6,59.0,6.24,6.35,3.94,3636.9138531650224
0.34,4,5,4,62.1,56.0,4.48,4.5,2.79,1211.264274933822
0.3,3,5,3,60.7,59.0,4.3,4.33,2.62,352.07533104362074
0.31,4,2,6,62.2,56.0,4.34,4.37,2.71,1033.0818234576755
0.74,4,3,3,61.3,55.0,5.82,5.89,3.59,3309.0718832497714
1.0,3,4,1,60.2,62.0,6.53,6.45,3.91,4603.037357169791
0.91,2,2,2,62.7,56.0,6.14,6.18,3.86,3657.888611062048
0.4,4,2,7,61.9,55.0,4.76,4.77,2.95,2190.2774725673153
0.6,2,6,3,63.1,54.0,5.41,5.33,3.39,2757.8016824865736
0.82,4,5,1,62.6,55.0,5.94,5.98,3.73,3604.459762844036
1.0,3,5,4,61.4,58.0,6.44,6.42,3.95,6512.149864530844
0.3,2,3,6,63.4,56.0,4.31,4.27,2.72,933.7409397318561
0.72,3,5,2,59.5,59.0,5.87,5.83,3.48,3117.0437122238845
0.72,3,0,2,62.0,58.0,5.74,5.77,3.57,1435.867155501625
1.0,4,1,2,59.8,57.0,6.44,6.5,3.87,4499.600239758264
1.57,2,2,4,62.8,60.0,7.36,7.44,4.65,10603.673595113292
0.32,4,6,3,61.9,55.0,4.44,4.41,2.74,894.1429754098585
0.71,4,4,1,61.4,55.0,5.76,5.78,3.54,2350.3028957496526
0.31,2,2,4,61.4,61.0,4.33,4.36,2.67,-264.57586586798925
0.7,4,2,1,62.1,55.0,5.69,5.72,3.54,1599.5550541549055
1.29,2,0,1,63.5,57.0,6.89,6.87,4.37,5863.284758516493
0.32,4,4,3,62.3,56.0,4.4,4.37,2.73,223.85337274986432
0.32,3,3,4,62.8,59.0,4.37,4.33,2.73,187.53787269295162
1.21,2,3,1,62.8,60.0,6.7,6.77,4.23,6116.720318946609
1.01,3,4,3,60.4,59.0,6.52,6.46,3.92,5782.799404974325
0.3,3,5,3,59.2,59.0,4.37,4.41,2.6,414.83597697960295
0.83,4,2,1,62.3,54.0,6.04,6.07,3.77,2707.191909699053
0.34,4,3,3,62.1,55.0,4.46,4.49,2.78,108.33372528807331
0.89,2,1,3,63.1,55.0,6.09,6.17,3.87,3657.0314888428534
0.31,4,4,5,61.7,55.0,4.33,4.36,2.68,1254.4699189469752
1.53,3,0,4,60.1,59.0,7.51,7.47,4.5,9764.214037234646
0.7,3,4,3,59.4,61.0,5.83,5.79,3.45,3069.6520490449
0.81,4,1,3,62.4,54.8,5.98,6.01,3.75,3192.09795966186
0.9,3,0,2,62.8,59.0,6.13,6.03,3.82,2942.7734685787887
1.24,2,0,1,63.3,60.0,6.83,6.75,4.29,5313.49079838997
0.72,3,2,2,62.7,59.0,5.73,5.69,3.58,2005.1101505176914
0.35,3,2,1,62.0,58.0,4.47,4.5,2.78,-1306.8444453956686
1.07,4,0,3,61.6,56.0,6.59,6.55,4.04,5176.643343245703
1.19,2,2,2,60.8,59.0,6.84,6.87,4.17,6148.110712791298
1.0,2,6,1,63.5,59.0,6.35,6.32,4.02,5091.559257061525
0.43,3,4,2,61.3,60.0,4.86,4.83,2.97,368.2241711380989
0.57,4,2,4,61.0,57.0,5.37,5.34,3.26,2014.0627687504746
0.8,4,1,4,61.9,54.1,5.92,5.98,3.69,3697.1110318864507
0.36,3,4,2,60.2,58.0,4.6,4.63,2.78,-17.251314339684086
0.9,3,4,1,60.5,57.0,6.23,6.2,3.76,3891.8331744921575
1.0,1,4,1,63.4,60.0,6.28,6.33,4.0,4369.861274215575
1.5,3,2,1,62.1,59.0,7.28,7.24,4.51,8618.415699361429
1.03,1,5,4,63.3,59.0,6.4,6.45,4.07,6448.191135303134
0.55,3,3,3,59.6,59.0,5.36,5.32,3.18,1572.208952679102
0.96,4,4,0,60.7,55.0,6.41,6.37,3.88,4037.807104388405
0.4,4,5,5,61.6,56.0,4.73,4.78,2.93,2183.885577377425
1.07,4,3,2,60.2,57.0,6.7,6.59,4.0,5637.851539565354
0.39,2,5,3,60.0,56.0,4.76,4.81,2.87,940.2147021822066
0.32,2,3,1,62.4,59.0,4.35,4.4,2.73,-1381.9024841719142
0.33,3,2,4,62.1,59.0,4.43,4.46,2.76,-20.527047106975715
0.8,4,4,2,62.4,57.0,5.9,5.87,3.67,3563.634262120804
1.18,2,2,2,60.1,59.0,6.83,6.88,4.11,6107.827580845794
1.1,4,3,4,62.0,58.0,6.59,6.64,4.1,6886.401257467174
2.11,4,0,4,61.8,56.2,8.2,8.23,5.07,15471.678199466067
1.07,2,3,1,62.9,59.0,6.51,6.58,4.12,4790.1946555132945
0.31,4,4,7,61.2,57.0,4.35,4.38,2.67,2227.0499864143667
0.32,4,6,1,59.5,57.0,4.47,4.5,2.67,13.445705956562506
0.9,3,4,1,62.3,57.0,6.18,6.15,3.84,3786.443852571982
1.22,3,3,2,61.2,60.0,6.82,6.75,4.15,6870.3821309466075
1.02,3,2,2,59.2,58.0,6.6,6.57,3.9,4800.83688901668
1.0,3,1,3,61.6,59.0,6.47,6.39,3.96,4649.470809045021
1.35,1,1,1,57.9,60.0,7.33,7.29,4.23,6717.556070498178
0.33,3,5,2,59.6,60.0,4.51,4.48,2.68,55.89449451326209
1.1,3,2,2,63.0,58.0,6.6,6.55,4.14,5348.265416538097
0.23,2,4,5,59.6,57.0,3.98,4.0,2.38,574.2510603558385
1.2,4,5,1,62.5,55.0,6.77,6.84,4.25,6990.269798094732
1.01,4,4,4,62.5,54.0,6.46,6.43,4.03,6412.9522874497
1.2,2,2,1,62.1,59.0,6.75,6.8,4.21,5726.092500986015
0.31,3,4,3,59.0,59.0,4.44,4.47,2.63,155.19096109764587
0.36,4,5,4,61.4,56.0,4.59,4.63,2.83,1389.653560532308
1.21,2,0,4,59.3,57.0,6.98,7.04,4.16,6774.663101758702
0.31,1,6,1,63.6,54.0,4.34,4.31,2.75,-602.0826401958343
2.02,4,2,2,62.0,56.0,8.06,8.13,5.02,14257.32700163794
0.31,4,2,1,61.3,55.0,4.35,4.38,2.67,-1378.0069847123154
0.71,4,1,2,62.0,54.0,5.72,5.75,3.55,1893.2522965046087
2.08,2,2,1,63.4,59.0,8.06,8.0,5.09,13965.08189050334
0.36,4,4,2,60.1,56.0,4.67,4.62,2.79,100.89580887509646
0.27,4,1,4,61.9,55.0,4.16,4.18,2.58,-515.7762286283901
1.5,2,4,5,63.8,59.0,7.17,7.25,4.6,11103.636042045477
0.31,4,1,3,61.6,57.0,4.36,4.4,2.7,-785.4421635641952
1.22,3,0,1,62.2,60.0,6.89,6.77,4.25,5256.009573710266
2.01,4,0,2,62.1,56.0,8.08,8.03,5.0,13474.941520529397
0.9,4,4,3,60.5,54.0,6.22,6.17,3.75,5099.418675949425
1.21,3,5,1,61.9,60.0,6.78,6.73,4.18,6885.325307424957
0.9,2,6,1,60.3,63.0,6.22,6.12,3.72,4284.578910323678
1.55,4,3,1,60.7,55.0,7.54,7.51,4.57,9596.293363665034
0.73,3,0,2,58.2,59.0,5.99,5.91,3.46,1612.1758054949892
0.31,4,3,7,61.8,54.0,4.36,4.38,2.7,1924.1229325782592
0.2,3,5,3,61.1,59.0,3.81,3.78,2.32,-336.0433629638442
0.71,4,2,2,62.7,55.0,5.66,5.7,3.56,2184.538324127325
0.32,3,0,2,62.2,59.0,4.41,4.37,2.73,-1768.048638718668
0.9,3,3,3,61.5,60.0,6.16,6.13,3.78,4469.489325940693
0.5,1,0,3,63.2,60.0,5.01,5.06,3.18,-193.4519526220838
1.01,2,3,2,62.0,63.0,6.34,6.25,3.9,4757.4729557024875
1.0,3,5,2,60.7,59.0,6.41,6.38,3.88,5568.713175559218
0.37,4,4,3,60.6,56.0,4.63,4.64,2.81,704.1426545181366
0.52,1,5,3,58.3,61.0,5.26,5.31,3.08,1798.096626940353
1.51,1,1,2,63.9,63.0,7.2,7.17,4.59,8479.207739050227
2.09,3,2,1,61.0,60.0,8.28,8.19,5.02,14175.571067274648
0.7,1,4,2,63.8,60.0,5.63,5.6,3.58,2165.345736592425
0.71,3,6,6,59.2,59.0,5.88,5.84,3.47,5350.424261394441
0.35,4,4,3,61.4,54.0,4.58,4.54,2.8,517.120941607519
0.35,3,5,3,60.9,59.0,4.54,4.56,2.77,666.7034388912425
0.51,2,3,2,62.7,59.0,5.07,5.13,3.2,518.5359049247108
0.74,4,4,4,61.9,54.0,5.78,5.82,3.59,4143.110200566672
1.04,3,0,1,62.0,59.0,6.49,6.47,4.02,3707.4973188094045
0.34,3,2,4,61.4,59.0,4.53,4.5,2.77,56.71039735879367
0.34,4,3,7,61.3,56.0,4.52,4.55,2.78,2098.076391396551
0.5,2,6,2,61.0,61.0,5.08,5.11,3.11,1458.161855943909
1.1,4,4,3,61.4,56.0,6.68,6.64,4.09,6730.544502505272
0.73,4,6,3,61.4,56.0,5.81,5.78,3.56,4142.1964355715045
0.5,4,5,1,62.8,55.0,5.08,5.05,3.18,882.0965804245225
0.77,4,6,2,62.3,56.0,5.84,5.87,3.65,3974.0471285837593
0.41,3,6,4,60.6,59.0,4.84,4.8,2.92,1900.4898100524665
1.01,3,5,3,62.5,58.0,6.44,6.4,4.01,6028.1051518117465
0.72,4,4,1,62.4,55.0,5.72,5.76,3.58,2410.6910441174214
1.51,3,4,1,59.9,58.0,7.53,7.46,4.49,9363.879456331142
0.53,2,4,4,60.6,57.0,5.21,5.25,3.17,2161.5127599444722
1.07,2,2,2,60.4,58.0,6.67,6.73,4.05,5061.882419346637
0.72,4,6,3,62.6,58.0,5.7,5.73,3.58,3979.9804496024367
1.04,1,3,4,63.8,57.0,6.43,6.4,4.09,5892.927306332811
0.9,2,4,1,61.1,54.0,6.27,6.29,3.84,3766.8812151418997
0.5,4,0,3,61.6,56.0,5.08,5.14,3.15,342.69657038245623
0.4,2,0,7,62.7,60.0,4.64,4.7,2.93,1212.6614813772085
0.35,4,4,3,62.5,57.0,4.5,4.53,2.82,419.6099597649177
0.73,2,1,5,62.3,58.0,5.75,5.78,3.59,3214.707090246981
1.02,2,6,2,63.3,60.0,6.33,6.38,4.02,5817.350616254214
0.97,4,2,3,62.9,56.0,6.35,6.31,3.98,4845.123220078569
0.38,4,2,2,62.0,54.0,4.66,4.72,2.91,-422.2124610434935
0.4,4,3,6,60.2,60.0,4.78,4.82,2.89,2005.5053347767803
1.5,3,4,4,62.2,60.0,7.3,7.27,4.53,10714.688464753943
0.41,3,0,6,62.2,59.0,4.75,4.71,2.94,909.7073389605694
1.0,1,3,5,61.6,60.0,6.34,6.38,3.92,6145.451579444834
0.75,2,6,1,63.6,58.0,5.71,5.76,3.65,2971.1955141466115
1.2,4,3,4,62.0,57.0,6.81,6.78,4.21,7797.811356744212
0.3,4,4,7,62.1,54.0,4.32,4.35,2.69,2149.6959708283584
0.85,4,5,3,59.3,57.0,6.19,6.22,3.68,4932.512454000604
0.38,2,5,3,60.3,58.0,4.67,4.72,2.83,833.4610502119804
0.43,4,1,6,63.0,56.0,4.86,4.83,3.05,1486.085163991856
0.75,3,5,3,62.1,57.0,5.9,5.79,3.63,3750.8067852130494
0.9,2,1,1,60.4,58.0,6.25,6.31,3.79,2769.7388584113714
1.57,3,0,1,59.6,56.0,7.59,7.5,4.5,8742.909491990682
1.16,4,4,5,60.5,58.0,6.77,6.85,4.12,8325.680989419077
0.7,2,6,3,61.8,55.0,5.68,5.72,3.52,3685.9367390723773
0.91,3,5,2,62.4,57.0,6.23,6.11,3.85,4663.9567018873395
1.01,4,2,2,60.4,58.0,6.47,6.5,3.92,4827.942127354196
0.31,4,5,2,62.7,54.0,4.36,4.35,2.73,-6.942595602566598
2.02,4,2,1,62.4,56.0,8.14,8.04,5.06,13649.719352799419
1.39,2,2,3,59.5,61.0,7.27,7.33,4.34,8488.573936341607
0.31,4,3,7,61.9,53.0,4.36,4.39,2.71,1942.1799299010368
0.9,4,3,2,60.8,58.0,6.2,6.29,3.8,4167.546932696929
1.0,2,3,3,63.3,58.0,6.39,6.27,4.01,5129.024608740534
0.51,4,4,3,62.8,57.0,5.1,5.06,3.19,1598.093167794846
0.59,2,2,2,61.8,56.0,5.39,5.43,3.35,932.3930307262899
0.34,2,3,2,63.4,57.0,4.4,4.45,2.81,-739.1485256106648
0.76,3,2,3,58.7,61.0,5.99,5.96,3.51,2989.7443563874895
0.31,3,4,7,61.6,58.0,4.37,4.33,2.68,2028.807596709404
1.51,2,4,4,61.7,59.0,7.29,7.33,4.51,10780.166914752093
0.3,4,4,6,61.5,56.0,4.32,4.36,2.67,1646.3855033846867
1.01,2,5,2,62.3,60.0,6.36,6.39,3.97,5442.690458938949
0.61,4,2,2,61.9,54.0,5.44,5.48,3.38,1389.2353899956543
1.28,2,4,1,62.5,55.0,6.91,7.0,4.35,7168.051030028607
0.7,3,5,6,61.7,59.0,5.67,5.71,3.51,4897.146452312942
0.36,4,4,2,60.1,56.0,4.62,4.67,2.79,146.67304721102664
1.02,2,5,6,62.2,57.0,6.4,6.59,4.04,7608.3784634865415
1.08,4,3,3,60.3,59.0,6.62,6.64,4.0,6258.091330792711
